gene	spp	sumOfgenes
EOG8T7BJ3	4	5
EOG8T7BJ4	6	6
EOG8T7BJ5	4	6
EOG8T7BJ6	42	46
EOG8T7BJ7	2	3
EOG8T7BJ8	21	47
EOG8T7BJ9	3	4
EOG8T7BJB	3	3
EOG8T7BJC	4	4
EOG8T7BJD	4	4
EOG8T7BJF	9	10
EOG8T7BJG	18	22
EOG8T7BJH	23	23
EOG8T7BJK	5	5
EOG8T7BJM	2	4
EOG8T7BJN	19	20
EOG8T7BJP	3	3
EOG8T7BJQ	2	2
EOG8T7BJR	2	2
EOG8T7BJT	27	37
EOG8T7BJV	15	65
EOG8T7BJW	5	6
EOG8T7BJX	11	12
EOG8T7BJZ	66	70
EOG8T7BK0	5	6
EOG8T7BK1	3	3
EOG8T7BK2	7	7
EOG8T7BK5	11	18
EOG8T7BK7	7	7
EOG8T7BK8	2	2
EOG8T7BK9	69	71
EOG8T7BKB	3	3
EOG8T7BKC	73	95
EOG8T7BKD	3	3
EOG8T7BKF	67	72
EOG8T7BKG	12	27
EOG8T7BKH	3	3
EOG8T7BKJ	3	4
EOG8T7BKK	3	3
EOG8T7BKM	6	6
EOG8T7BKN	11	11
EOG8T7BKP	2	2
EOG8T7BKQ	3	3
EOG8T7BKS	36	36
EOG8T7BKT	2	2
EOG8T7BKV	2	2
EOG8T7BKZ	8	9
EOG8T7BM0	6	6
EOG8T7BM1	2	2
EOG8T7BM2	2	2
EOG8T7BM3	8	9
EOG8T7BM4	3	3
EOG8T7BM5	3	3
EOG8T7BM6	2	2
EOG8T7BM7	2	2
EOG8T7BM8	11	11
EOG8T7BMB	5	5
EOG8T7BMC	4	6
EOG8T7BMD	11	12
EOG8T7BMF	6	15
EOG8T7BMG	26	26
EOG8T7BMH	6	6
EOG8T7BMJ	9	9
EOG8T7BMK	3	3
EOG8T7BMM	8	8
EOG8T7BMN	4	4
EOG8T7BMP	6	6
EOG8T7BMQ	2	2
EOG8T7BMR	2	2
EOG8T7BMS	4	9
EOG8T7BMT	2	2
EOG8T7BMW	2	2
EOG8T7BMX	3	5
EOG8T7BMZ	2	2
EOG8T7BN0	4	6
EOG8T7BN4	2	2
EOG8T7BN7	2	2
EOG8T7BN8	2	21
EOG8T7BN9	2	2
EOG8T7BNB	2	2
EOG8T7BND	6	16
EOG8T7BNF	2	2
EOG8T7BNJ	2	2
EOG8T7BNK	6	6
EOG8T7BNM	2	2
EOG8T7BNN	8	24
EOG8T7BNP	5	8
EOG8T7BNQ	7	33
EOG8T7BNR	2	2
EOG8T7BNS	12	17
EOG8T7BNT	2	2
EOG8T7BNV	2	2
EOG8T7BNW	3	4
EOG8T7BNZ	2	2
EOG8T7BP2	2	2
EOG8T7BP3	3	7
EOG8T7BP4	2	3
EOG8T7BP5	2	2
EOG8T7BP6	2	2
EOG8T7BP7	3	3
EOG8T7BP8	4	4
EOG8T7BPB	2	3
EOG8T7BPD	8	32
EOG8TB6R2	8	10
EOG8TB6R3	72	85
EOG8TB6R4	64	67
EOG8TB6R5	67	87
EOG8TB6R6	17	26
EOG8TB6R7	3	4
EOG8TB6R8	69	83
EOG8TB6R9	4	5
EOG8TB6RB	5	5
EOG8TB6RC	75	103
EOG8TB6RD	73	82
EOG8TB6RF	75	83
EOG8TB6RG	73	80
EOG8TB6RH	16	17
EOG8TB6RJ	17	34
EOG8TB6RK	71	75
EOG8TB6RM	3	3
EOG8TB6RN	74	84
EOG8TB6RP	2	2
EOG8TB6RQ	6	6
EOG8TB6RR	72	96
EOG8TB6RS	11	21
EOG8TB6RT	68	81
EOG8TB6RV	6	6
EOG8TB6RW	7	8
EOG8TB6RX	14	19
EOG8TB6RZ	3	3
EOG8TB6S1	10	11
EOG8TB6S2	22	41
EOG8TB6S3	2	2
EOG8TB6S4	57	61
EOG8TB6S5	72	75
EOG8TB6S6	8	13
EOG8TB6S7	3	3
EOG8TB6S8	70	75
EOG8TB6S9	3	3
EOG8TB6SB	11	16
EOG8TB6SC	13	31
EOG8TB6SD	58	66
EOG8TB6SF	68	88
EOG8TB6SG	74	80
EOG8TB6SH	56	65
EOG8TB6SJ	47	54
EOG8TB6SK	8	8
EOG8TB6SM	2	2
EOG8TB6SN	7	7
EOG8TB6SP	2	2
EOG8TB6SQ	3	3
EOG8TB6SR	8	9
EOG8TB6SS	6	7
EOG8TB6ST	3	3
EOG8TB6SV	9	49
EOG8TB6SW	16	16
EOG8TB6SX	5	5
EOG8TB6SZ	21	21
EOG8TB6T0	4	8
EOG8TB6T2	5	7
EOG8TB6T3	12	15
EOG8TB6T4	9	9
EOG8TB6T5	6	7
EOG8TB6T6	6	7
EOG8TB6T7	4	5
EOG8TB6T8	2	2
EOG8TB6T9	23	27
EOG8TB6TB	52	54
EOG8TB6TC	3	3
EOG8TB6TD	8	10
EOG8TB6TF	35	36
EOG8TB6TJ	7	7
EOG8TB6TK	7	8
EOG8TB6TM	73	81
EOG8TB6TQ	10	15
EOG8TB6TR	6	9
EOG8TB6TS	1	3
EOG8TB6TT	4	4
EOG8TB6TX	13	14
EOG8TB6TZ	13	13
EOG8TB6V0	2	2
EOG8TB6V1	4	5
EOG8TB6V2	71	97
EOG8TB6V3	33	37
EOG8TB6V4	15	22
EOG8TB6V5	8	8
EOG8TB6V6	4	4
EOG8TB6V7	2	2
EOG8TB6V8	5	5
EOG8TB6V9	4	4
EOG8TB6VB	9	9
EOG8TB6VC	7	7
EOG8TB6VD	5	5
EOG8TB6VF	22	22
EOG8TB6VG	33	33
EOG8TB6VH	3	3
EOG8TB6VJ	18	18
EOG8TB6VK	3	3
EOG8TB6VM	3	3
EOG8TB6VN	17	49
EOG8TB6VP	3	3
EOG8TB6VQ	3	3
EOG8TB6VR	9	9
EOG8TB6VS	2	2
EOG8TB6VV	3	3
EOG8TB6VW	2	2
EOG8TB6VX	4	8
EOG8TB6VZ	3	4
EOG8TB6W0	2	2
EOG8TB6W6	2	2
EOG8TB6W7	3	3
EOG8TB6W8	4	11
EOG8TB6W9	4	4
EOG8TB6WB	4	4
EOG8TB6WC	2	2
EOG8TB6WD	2	2
EOG8TB6WF	2	2
EOG8TB6WH	12	21
EOG8TB6WJ	2	2
EOG8TB6WN	3	8
EOG8TB6WP	2	2
EOG8TB6WQ	2	2
EOG8TB6WR	3	3
EOG8TB6WT	2	3
EOG8TB6WV	10	10
EOG8TB6WW	2	2
EOG8TB6WZ	2	3
EOG8TB6X3	2	2
EOG8TB6X4	3	3
EOG8TB6X6	2	2
EOG8TB6X8	2	2
EOG8TB6X9	2	2
EOG8TB6XB	2	3
EOG8TB6XC	5	5
EOG8TF2ZZ	76	232
EOG8TF300	76	115
EOG8TF301	76	121
EOG8TF302	76	97
EOG8TF303	72	96
EOG8TF304	5	5
EOG8TF305	7	8
EOG8TF306	73	74
EOG8TF307	3	3
EOG8TF308	9	11
EOG8TF309	2	2
EOG8TF30B	74	87
EOG8TF30C	3	3
EOG8TF30D	70	86
EOG8TF30F	10	14
EOG8TF30G	64	71
EOG8TF30H	8	9
EOG8TF30J	9	10
EOG8TF30K	67	88
EOG8TF30M	73	82
EOG8TF30N	74	79
EOG8TF30P	76	215
EOG8TF30Q	2	2
EOG8TF30R	49	52
EOG8TF30S	28	30
EOG8TF30T	4	5
EOG8TF30V	2	2
EOG8TF30W	76	107
EOG8TF30X	56	67
EOG8TF30Z	5	9
EOG8TF310	33	130
EOG8TF311	5	5
EOG8TF312	5	5
EOG8TF313	46	62
EOG8TF314	10	26
EOG8TF315	12	14
EOG8TF316	67	77
EOG8TF317	6	6
EOG8TF318	27	27
EOG8TF319	18	29
EOG8TF31B	1	4
EOG8TF31C	22	37
EOG8TF31D	28	29
EOG8TF31F	72	128
EOG8TF31G	5	5
EOG8TF31H	3	3
EOG8TF31J	4	5
EOG8TF31K	4	4
EOG8TF31M	71	89
EOG8TF31N	72	75
EOG8TF31P	5	6
EOG8TF31R	9	10
EOG8TF31S	10	10
EOG8TF31T	65	71
EOG8TF31V	72	75
EOG8TF31W	70	72
EOG8TF31Z	65	66
EOG8TF320	24	25
EOG8TF321	5	6
EOG8TF322	2	2
EOG8TF323	67	78
EOG8TF324	3	3
EOG8TF325	4	5
EOG8TF326	7	7
EOG8TF327	2	2
EOG8TF329	15	17
EOG8TF32B	76	122
EOG8TF32C	9	10
EOG8TF32D	8	9
EOG8TF32F	3	3
EOG8TF32H	4	4
EOG8TF32J	5	5
EOG8TF32K	14	31
EOG8TF32N	5	5
EOG8TF32Q	12	12
EOG8TF32S	10	38
EOG8TF32T	2	2
EOG8TF32V	8	8
EOG8TF32W	10	12
EOG8TF32X	45	53
EOG8TF32Z	3	3
EOG8TF330	6	6
EOG8TF331	3	3
EOG8TF332	21	21
EOG8TF333	11	11
EOG8TF334	4	4
EOG8TF335	5	5
EOG8TF336	67	74
EOG8TF337	6	7
EOG8TF338	2	2
EOG8TF339	2	2
EOG8TF33D	3	3
EOG8TF33F	11	11
EOG8TF33G	6	7
EOG8TF33H	3	3
EOG8TF33J	6	8
EOG8TF33K	3	3
EOG8TF33P	6	14
EOG8TF33Q	4	7
EOG8TF33S	7	15
EOG8TF33V	2	3
EOG8TF33W	2	2
EOG8TF33X	2	2
EOG8TF340	2	2
EOG8TF341	3	3
EOG8TF342	2	2
EOG8TF343	2	2
EOG8TF344	5	5
EOG8TF346	6	8
EOG8TF347	3	3
EOG8TF348	3	3
EOG8TF34C	2	2
EOG8TF34D	4	4
EOG8TF34F	3	3
EOG8TF34J	2	2
EOG8TF34M	3	4
EOG8TF34N	2	2
EOG8TF34P	3	3
EOG8TF34Q	3	3
EOG8TF34R	3	3
EOG8TF34W	3	4
EOG8TF34Z	2	2
EOG8TF350	2	2
EOG8TF351	2	2
EOG8TF353	2	2
EOG8TF356	2	3
EOG8TF357	3	14
EOG8TF358	2	3
EOG8TF35B	6	6
EOG8THZ6V	74	108
EOG8THZ6W	70	86
EOG8THZ6X	45	53
EOG8THZ6Z	73	76
EOG8THZ70	5	7
EOG8THZ71	5	6
EOG8THZ72	68	119
EOG8THZ73	69	78
EOG8THZ74	14	14
EOG8THZ75	10	10
EOG8THZ76	2	2
EOG8THZ77	62	74
EOG8THZ78	32	60
EOG8THZ79	3	4
EOG8THZ7B	72	74
EOG8THZ7C	73	85
EOG8THZ7D	73	84
EOG8THZ7F	7	7
EOG8THZ7G	3	5
EOG8THZ7H	76	153
EOG8THZ7J	71	75
EOG8THZ7K	4	6
EOG8THZ7M	50	57
EOG8THZ7N	75	92
EOG8THZ7P	35	40
EOG8THZ7Q	3	3
EOG8THZ7R	3	3
EOG8THZ7S	71	79
EOG8THZ7T	8	8
EOG8THZ7V	74	83
EOG8THZ7W	63	110
EOG8THZ7X	69	80
EOG8THZ7Z	8	8
EOG8THZ80	43	83
EOG8THZ81	36	42
EOG8THZ82	64	85
EOG8THZ83	10	11
EOG8THZ84	21	23
EOG8THZ85	8	10
EOG8THZ86	73	98
EOG8THZ87	13	13
EOG8THZ88	7	7
EOG8THZ89	28	41
EOG8THZ8B	3	5
EOG8THZ8D	24	29
EOG8THZ8F	36	39
EOG8THZ8H	20	20
EOG8THZ8J	5	5
EOG8THZ8K	5	5
EOG8THZ8M	66	69
EOG8THZ8N	4	7
EOG8THZ8P	8	22
EOG8THZ8Q	74	86
EOG8THZ8R	6	7
EOG8THZ8T	3	3
EOG8THZ8V	9	9
EOG8THZ8W	3	3
EOG8THZ8X	60	101
EOG8THZ8Z	3	3
EOG8THZ90	15	41
EOG8THZ91	3	3
EOG8THZ92	18	18
EOG8THZ93	20	22
EOG8THZ94	3	3
EOG8THZ95	3	3
EOG8THZ96	29	34
EOG8THZ98	5	6
EOG8THZ99	45	52
EOG8THZ9B	5	5
EOG8THZ9D	9	10
EOG8THZ9F	3	3
EOG8THZ9G	63	69
EOG8THZ9H	3	3
EOG8THZ9J	3	3
EOG8THZ9K	6	19
EOG8THZ9M	5	8
EOG8THZ9N	59	65
EOG8THZ9P	7	8
EOG8THZ9Q	6	7
EOG8THZ9R	7	7
EOG8THZ9S	2	2
EOG8THZ9T	24	34
EOG8THZ9V	13	21
EOG8THZ9Z	6	6
EOG8THZB0	3	3
EOG8THZB1	3	3
EOG8THZB2	7	7
EOG8THZB3	6	6
EOG8THZB4	7	8
EOG8THZB5	5	5
EOG8THZB7	10	10
EOG8THZB8	7	7
EOG8THZBD	4	4
EOG8THZBF	5	6
EOG8THZBG	3	4
EOG8THZBH	3	3
EOG8THZBK	2	2
EOG8THZBM	7	8
EOG8THZBN	2	2
EOG8THZBQ	2	2
EOG8THZBR	2	2
EOG8THZBS	3	3
EOG8THZBV	2	2
EOG8THZBW	2	2
EOG8THZBZ	4	6
EOG8THZC1	2	2
EOG8THZC3	2	2
EOG8THZC5	2	2
EOG8THZC8	2	2
EOG8THZC9	2	2
EOG8THZCB	2	2
EOG8THZCC	2	2
EOG8THZCG	2	2
EOG8THZCH	2	6
EOG8THZCN	2	2
EOG8THZCP	2	2
EOG8THZCQ	2	2
EOG8THZCR	3	16
EOG8THZCS	2	2
EOG8THZCT	1	2
EOG8THZCW	4	4
EOG8THZCX	3	3
EOG8THZCZ	2	2
EOG8THZD0	2	3
EOG8THZD1	3	3
EOG8THZD2	2	2
EOG8THZD3	2	2
EOG8THZD4	2	2
EOG8THZD5	3	8
EOG8TMTFV	64	90
EOG8TMTFW	72	102
EOG8TMTFX	63	73
EOG8TMTFZ	74	88
EOG8TMTG1	5	5
EOG8TMTG2	67	78
EOG8TMTG3	2	2
EOG8TMTG4	25	37
EOG8TMTG5	71	112
EOG8TMTG6	72	79
EOG8TMTG7	6	7
EOG8TMTG8	76	92
EOG8TMTG9	57	63
EOG8TMTGB	13	15
EOG8TMTGC	14	14
EOG8TMTGD	7	7
EOG8TMTGF	5	5
EOG8TMTGG	72	81
EOG8TMTGH	71	76
EOG8TMTGJ	6	7
EOG8TMTGK	5	10
EOG8TMTGM	63	69
EOG8TMTGN	2	2
EOG8TMTGP	5	5
EOG8TMTGQ	67	78
EOG8TMTGR	5	5
EOG8TMTGS	6	8
EOG8TMTGT	72	97
EOG8TMTGV	74	84
EOG8TMTGW	50	51
EOG8TMTGZ	4	4
EOG8TMTH1	6	6
EOG8TMTH2	9	18
EOG8TMTH3	11	11
EOG8TMTH4	5	6
EOG8TMTH5	3	3
EOG8TMTH6	57	64
EOG8TMTH7	8	9
EOG8TMTH8	72	84
EOG8TMTH9	52	53
EOG8TMTHB	72	74
EOG8TMTHC	12	12
EOG8TMTHD	6	6
EOG8TMTHF	67	1180
EOG8TMTHG	5	5
EOG8TMTHH	13	13
EOG8TMTHJ	73	86
EOG8TMTHK	3	3
EOG8TMTHM	2	4
EOG8TMTHN	4	5
EOG8TMTHP	60	66
EOG8TMTHQ	18	18
EOG8TMTHR	67	78
EOG8TMTHS	52	63
EOG8TMTHW	7	15
EOG8TMTHX	52	64
EOG8TMTHZ	3	3
EOG8TMTJ0	5	6
EOG8TMTJ1	34	34
EOG8TMTJ2	7	7
EOG8TMTJ3	3	3
EOG8TMTJ4	40	55
EOG8TMTJ5	4	5
EOG8TMTJ7	8	8
EOG8TMTJ8	3	3
EOG8TMTJ9	22	23
EOG8TMTJB	5	5
EOG8TMTJC	19	21
EOG8TMTJD	4	4
EOG8TMTJF	3	3
EOG8TMTJG	13	24
EOG8TMTJH	5	5
EOG8TMTJJ	5	5
EOG8TMTJK	3	3
EOG8TMTJM	2	2
EOG8TMTJN	8	9
EOG8TMTJP	5	5
EOG8TMTJQ	2	2
EOG8TMTJR	3	5
EOG8TMTJS	10	10
EOG8TMTJV	4	4
EOG8TMTJW	70	95
EOG8TMTJX	61	68
EOG8TMTJZ	6	6
EOG8TMTK0	5	6
EOG8TMTK1	9	9
EOG8TMTK2	3	3
EOG8TMTK3	6	6
EOG8TMTK4	4	4
EOG8TMTK5	4	4
EOG8TMTK6	7	7
EOG8TMTK8	8	8
EOG8TMTK9	3	3
EOG8TMTKB	6	7
EOG8TMTKC	6	6
EOG8TMTKD	3	3
EOG8TMTKF	7	7
EOG8TMTKG	11	12
EOG8TMTKJ	2	2
EOG8TMTKK	2	2
EOG8TMTKM	2	2
EOG8TMTKN	4	6
EOG8TMTKP	3	5
EOG8TMTKQ	2	2
EOG8TMTKR	5	6
EOG8TMTKS	4	4
EOG8TMTKT	5	5
EOG8TMTKV	2	2
EOG8TMTKW	4	9
EOG8TMTKZ	2	2
EOG8TMTM0	3	4
EOG8TMTM1	2	3
EOG8TMTM3	2	2
EOG8TMTM5	2	2
EOG8TMTM6	8	9
EOG8TMTM7	2	2
EOG8TMTM8	2	2
EOG8TMTM9	3	4
EOG8TMTMB	2	2
EOG8TMTMC	2	2
EOG8TMTMD	2	2
EOG8TMTMF	2	2
EOG8TMTMG	4	5
EOG8TMTMH	2	2
EOG8TMTMJ	2	2
EOG8TMTMM	3	3
EOG8TMTMN	2	4
EOG8TMTMP	3	8
EOG8TMTMQ	3	8
EOG8TMTMR	3	3
EOG8TMTMS	6	8
EOG8TMTMX	2	2
EOG8TMTMZ	2	2
EOG8TMTN2	3	3
EOG8TMTN3	2	2
EOG8TMTN4	2	2
EOG8TQPPR	67	97
EOG8TQPPS	75	109
EOG8TQPPT	74	101
EOG8TQPPV	3	3
EOG8TQPPW	6	6
EOG8TQPPX	6	6
EOG8TQPPZ	67	91
EOG8TQPQ1	67	98
EOG8TQPQ2	3	3
EOG8TQPQ3	41	56
EOG8TQPQ4	7	7
EOG8TQPQ5	15	20
EOG8TQPQ6	76	83
EOG8TQPQ7	5	5
EOG8TQPQ8	3	3
EOG8TQPQ9	9	29
EOG8TQPQB	23	25
EOG8TQPQC	73	94
EOG8TQPQD	34	75
EOG8TQPQF	75	95
EOG8TQPQG	73	80
EOG8TQPQH	7	19
EOG8TQPQJ	9	10
EOG8TQPQK	12	15
EOG8TQPQM	74	82
EOG8TQPQN	65	74
EOG8TQPQP	5	5
EOG8TQPQQ	48	60
EOG8TQPQR	3	3
EOG8TQPQS	73	79
EOG8TQPQT	7	10
EOG8TQPQV	53	55
EOG8TQPQW	20	112
EOG8TQPQX	4	4
EOG8TQPQZ	11	14
EOG8TQPR0	6	6
EOG8TQPR1	5	5
EOG8TQPR2	5	5
EOG8TQPR3	3	3
EOG8TQPR4	3	4
EOG8TQPR5	4	5
EOG8TQPR6	18	22
EOG8TQPR7	21	23
EOG8TQPR8	22	25
EOG8TQPR9	7	7
EOG8TQPRB	37	44
EOG8TQPRC	9	15
EOG8TQPRD	51	52
EOG8TQPRF	3	3
EOG8TQPRJ	6	8
EOG8TQPRK	72	104
EOG8TQPRM	2	3
EOG8TQPRN	5	5
EOG8TQPRP	68	74
EOG8TQPRQ	8	8
EOG8TQPRR	2	2
EOG8TQPRS	5	5
EOG8TQPRT	7	7
EOG8TQPRV	5	15
EOG8TQPRW	21	81
EOG8TQPRX	29	30
EOG8TQPRZ	5	5
EOG8TQPS0	6	7
EOG8TQPS1	14	22
EOG8TQPS2	71	87
EOG8TQPS3	59	63
EOG8TQPS4	8	8
EOG8TQPS6	24	26
EOG8TQPS7	5	6
EOG8TQPS9	23	24
EOG8TQPSB	3	4
EOG8TQPSC	38	44
EOG8TQPSD	6	6
EOG8TQPSG	3	3
EOG8TQPSH	4	5
EOG8TQPSK	3	4
EOG8TQPSM	5	5
EOG8TQPSN	3	3
EOG8TQPSP	7	10
EOG8TQPSQ	6	6
EOG8TQPSR	32	33
EOG8TQPSS	3	3
EOG8TQPST	7	7
EOG8TQPSV	3	3
EOG8TQPSW	4	4
EOG8TQPSX	3	3
EOG8TQPT0	3	3
EOG8TQPT1	5	5
EOG8TQPT2	4	4
EOG8TQPT3	3	3
EOG8TQPT4	6	6
EOG8TQPT5	11	29
EOG8TQPT6	41	43
EOG8TQPT7	4	4
EOG8TQPT8	3	10
EOG8TQPT9	7	7
EOG8TQPTB	7	7
EOG8TQPTC	4	4
EOG8TQPTD	4	6
EOG8TQPTG	7	10
EOG8TQPTH	4	4
EOG8TQPTJ	2	2
EOG8TQPTK	2	2
EOG8TQPTN	2	2
EOG8TQPTQ	2	3
EOG8TQPTT	2	2
EOG8TQPTV	2	2
EOG8TQPTX	2	2
EOG8TQPTZ	2	3
EOG8TQPV0	5	8
EOG8TQPV1	2	2
EOG8TQPV5	2	2
EOG8TQPV6	3	3
EOG8TQPV9	2	2
EOG8TQPVB	2	2
EOG8TQPVG	2	2
EOG8TQPVJ	2	2
EOG8TQPVK	2	2
EOG8TQPVN	2	2
EOG8TQPVQ	2	3
EOG8TQPVR	4	4
EOG8TQPVS	2	2
EOG8TQPVT	2	2
EOG8TQPVV	2	2
EOG8TQPVW	2	2
EOG8TQPVX	4	7
EOG8TQPVZ	2	2
EOG8TQPW0	2	2
EOG8TQPW2	4	4
EOG8TQPW3	3	3
EOG8TTJXP	54	76
EOG8TTJXQ	2	2
EOG8TTJXR	75	82
EOG8TTJXS	5	5
EOG8TTJXT	60	80
EOG8TTJXV	73	88
EOG8TTJXW	73	98
EOG8TTJXX	13	52
EOG8TTJXZ	10	11
EOG8TTJZ0	73	85
EOG8TTJZ1	5	8
EOG8TTJZ2	76	107
EOG8TTJZ3	3	3
EOG8TTJZ4	75	92
EOG8TTJZ5	7	10
EOG8TTJZ7	4	5
EOG8TTJZ9	6	6
EOG8TTJZB	6	6
EOG8TTJZC	15	50
EOG8TTJZD	72	82
EOG8TTJZG	12	15
EOG8TTJZH	10	10
EOG8TTJZJ	71	78
EOG8TTJZK	12	12
EOG8TTJZM	21	107
EOG8TTJZN	13	26
EOG8TTJZP	5	12
EOG8TTJZQ	5	6
EOG8TTJZR	18	19
EOG8TTJZS	18	22
EOG8TTJZT	74	78
EOG8TTJZV	74	82
EOG8TTJZX	2	2
EOG8TTJZZ	7	7
EOG8TTK00	71	81
EOG8TTK01	54	200
EOG8TTK02	69	82
EOG8TTK03	33	69
EOG8TTK04	5	5
EOG8TTK05	4	4
EOG8TTK06	3	3
EOG8TTK07	5	5
EOG8TTK08	2	2
EOG8TTK09	6	8
EOG8TTK0B	5	5
EOG8TTK0C	4	4
EOG8TTK0D	22	42
EOG8TTK0F	4	4
EOG8TTK0G	73	77
EOG8TTK0H	7	7
EOG8TTK0J	5	5
EOG8TTK0K	3	3
EOG8TTK0N	22	23
EOG8TTK0P	3	3
EOG8TTK0Q	57	77
EOG8TTK0R	5	5
EOG8TTK0S	21	25
EOG8TTK0T	3	3
EOG8TTK0V	14	16
EOG8TTK0W	6	6
EOG8TTK0X	1	2
EOG8TTK0Z	37	44
EOG8TTK10	4	4
EOG8TTK11	47	50
EOG8TTK12	46	52
EOG8TTK13	6	6
EOG8TTK14	73	97
EOG8TTK15	42	336
EOG8TTK16	12	20
EOG8TTK17	7	8
EOG8TTK18	2	2
EOG8TTK19	64	67
EOG8TTK1C	6	6
EOG8TTK1D	3	3
EOG8TTK1F	4	4
EOG8TTK1G	8	8
EOG8TTK1H	25	26
EOG8TTK1J	15	15
EOG8TTK1K	3	3
EOG8TTK1M	4	4
EOG8TTK1N	3	3
EOG8TTK1P	57	59
EOG8TTK1Q	2	5
EOG8TTK1R	18	59
EOG8TTK1S	4	4
EOG8TTK1T	9	11
EOG8TTK1W	4	4
EOG8TTK1X	7	7
EOG8TTK20	42	45
EOG8TTK21	4	4
EOG8TTK22	6	6
EOG8TTK24	2	2
EOG8TTK25	4	5
EOG8TTK26	3	3
EOG8TTK27	3	4
EOG8TTK28	18	26
EOG8TTK29	8	29
EOG8TTK2B	6	12
EOG8TTK2C	2	2
EOG8TTK2D	3	3
EOG8TTK2F	3	3
EOG8TTK2H	2	2
EOG8TTK2J	2	2
EOG8TTK2K	2	2
EOG8TTK2M	2	2
EOG8TTK2N	2	2
EOG8TTK2P	3	3
EOG8TTK2Q	2	2
EOG8TTK2R	3	3
EOG8TTK2T	2	2
EOG8TTK2X	2	3
EOG8TTK30	2	2
EOG8TTK31	2	2
EOG8TTK33	2	2
EOG8TTK34	2	2
EOG8TTK36	2	4
EOG8TTK39	3	13
EOG8TTK3C	2	2
EOG8TTK3D	2	2
EOG8TTK3G	2	2
EOG8TTK3J	16	28
EOG8TTK3K	2	3
EOG8TTK3M	2	2
EOG8TTK3N	2	2
EOG8TTK3Q	2	2
EOG8TTK3R	2	2
EOG8TTK3S	2	4
EOG8TTK3V	3	4
EOG8TTK3X	6	6
EOG8TTK3Z	2	2
EOG8TTK40	4	4
EOG8TXF5N	70	119
EOG8TXF5Q	26	28
EOG8TXF5R	13	15
EOG8TXF5S	27	27
EOG8TXF5T	7	11
EOG8TXF5V	73	84
EOG8TXF5W	42	60
EOG8TXF5X	12	24
EOG8TXF5Z	19	21
EOG8TXF61	25	83
EOG8TXF62	6	6
EOG8TXF63	3	3
EOG8TXF64	4	6
EOG8TXF65	7	7
EOG8TXF66	5	5
EOG8TXF67	5	5
EOG8TXF68	6	13
EOG8TXF69	36	108
EOG8TXF6B	2	3
EOG8TXF6C	28	32
EOG8TXF6D	71	92
EOG8TXF6F	75	281
EOG8TXF6G	6	6
EOG8TXF6H	25	35
EOG8TXF6J	74	76
EOG8TXF6K	70	75
EOG8TXF6M	71	72
EOG8TXF6P	5	5
EOG8TXF6Q	4	4
EOG8TXF6R	68	82
EOG8TXF6S	5	5
EOG8TXF6T	13	15
EOG8TXF6V	59	70
EOG8TXF6W	55	58
EOG8TXF6X	68	81
EOG8TXF6Z	22	24
EOG8TXF70	4	4
EOG8TXF72	36	38
EOG8TXF73	68	71
EOG8TXF74	70	160
EOG8TXF75	5	7
EOG8TXF76	6	7
EOG8TXF78	7	7
EOG8TXF79	4	5
EOG8TXF7B	16	17
EOG8TXF7C	19	140
EOG8TXF7D	3	3
EOG8TXF7F	56	70
EOG8TXF7G	19	20
EOG8TXF7H	4	4
EOG8TXF7J	74	108
EOG8TXF7K	4	4
EOG8TXF7M	33	35
EOG8TXF7N	61	61
EOG8TXF7P	14	26
EOG8TXF7Q	69	115
EOG8TXF7R	13	18
EOG8TXF7S	2	2
EOG8TXF7V	5	5
EOG8TXF7W	74	148
EOG8TXF7X	26	26
EOG8TXF7Z	3	3
EOG8TXF80	4	11
EOG8TXF81	3	3
EOG8TXF82	35	36
EOG8TXF84	3	4
EOG8TXF85	61	64
EOG8TXF86	3	3
EOG8TXF87	2	10
EOG8TXF88	67	69
EOG8TXF89	14	42
EOG8TXF8B	4	4
EOG8TXF8C	2	2
EOG8TXF8D	6	7
EOG8TXF8F	8	9
EOG8TXF8G	9	49
EOG8TXF8H	4	5
EOG8TXF8J	13	15
EOG8TXF8K	17	18
EOG8TXF8M	5	5
EOG8TXF8N	3	3
EOG8TXF8P	4	5
EOG8TXF8Q	17	18
EOG8TXF8R	5	5
EOG8TXF8S	12	12
EOG8TXF8V	2	2
EOG8TXF8W	7	7
EOG8TXF8X	2	2
EOG8TXF8Z	3	3
EOG8TXF90	4	7
EOG8TXF91	6	7
EOG8TXF92	9	9
EOG8TXF93	3	4
EOG8TXF95	7	12
EOG8TXF97	2	3
EOG8TXF98	4	4
EOG8TXF99	2	2
EOG8TXF9B	4	6
EOG8TXF9C	3	3
EOG8TXF9D	2	2
EOG8TXF9F	2	2
EOG8TXF9G	2	2
EOG8TXF9H	2	3
EOG8TXF9J	3	10
EOG8TXF9K	5	5
EOG8TXF9M	3	3
EOG8TXF9N	5	22
EOG8TXF9P	3	3
EOG8TXF9Q	1	3
EOG8TXF9R	2	5
EOG8TXF9S	2	2
EOG8TXF9X	2	2
EOG8TXFB1	2	2
EOG8TXFB2	2	2
EOG8TXFB3	2	3
EOG8TXFB6	2	2
EOG8TXFB7	2	2
EOG8TXFB9	2	2
EOG8TXFBB	2	2
EOG8TXFBC	2	2
EOG8TXFBD	2	2
EOG8TXFBF	2	2
EOG8TXFBG	2	2
EOG8TXFBH	2	5
